Date,Strategy_Equity
2024-09-12,9936.661087036133
2024-09-13,10044.606323242188
2024-09-16,10101.283668518066
2024-09-17,10114.926513671875
2024-09-18,10188.608528137207
2024-09-19,10351.295280456543
2024-09-20,10248.435974121094
2024-09-23,10299.854667663574
2024-09-24,10329.410930633545
2024-09-25,10258.192596435547
2024-09-26,10363.112163543701
2024-09-27,10469.058807373047
2024-09-30,10453.05488204956
2024-10-01,10305.479049682617
2024-10-02,10320.513885498047
2024-10-03,10284.447322845459
2024-10-04,10343.47862625122
2024-10-07,10291.24545288086
2024-10-08,10310.845245361328
2024-10-09,10247.275539398193
2024-10-10,10233.860977172852
2024-10-11,10380.024761199951
2024-10-14,10449.103378295898
2024-10-15,10462.691368103027
2024-10-16,10465.856670379639
2024-10-17,10375.632732391357
2024-10-18,10462.242797851562
2024-10-21,10352.153621673584
2024-10-22,10361.66262435913
2024-10-23,10352.747249603271
2024-10-24,10335.350833892822
2024-10-25,10198.437145233154
2024-10-28,10272.623149871826
2024-10-29,10242.055599212646
2024-10-30,10233.21464920044
2024-10-31,10070.079570770264
2024-11-01,10073.02018737793
2024-11-04,10016.982471466064
2024-11-05,10336.825386047363
2024-11-06,10842.176368713379
2024-11-07,10359.588092803955
2024-11-08,10410.125965118408
2024-11-11,10497.205436706543
2024-11-12,10448.03384399414
2024-11-13,10411.635391235352
2024-11-14,10347.564529418945
2024-11-15,10275.123542785645
2024-11-18,10304.749076843262
2024-11-19,10317.504859924316
2024-11-20,10275.5375289917
2024-11-21,10408.284530639648
2024-11-22,10500.181663513184
2024-11-25,10401.703079223633
2024-11-26,10606.608322143555
2024-11-27,10377.464950561523
2024-11-29,10410.573822021484
2024-12-02,10408.285663604736
2024-12-03,10325.302131652832
2024-12-04,10431.527988433838
2024-12-05,10522.029750823975
2024-12-06,10475.903381347656
2024-12-09,10362.63484954834
2024-12-10,10328.659805297852
2024-12-11,10381.532146453857
2024-12-12,10278.434337615967
2024-12-13,10216.029804229736
2024-12-16,10195.192241668701
2024-12-17,10148.332485198975
2024-12-18,9778.072776794434
2024-12-19,9754.521713256836
2024-12-20,9822.589622497559
2024-12-23,9918.968280792236
2024-12-24,10046.542510986328
2024-12-26,10083.53918838501
2024-12-27,10005.24132156372
2024-12-30,9843.769508361816
2024-12-31,9836.635543823242
2025-01-02,9779.43323135376
2025-01-03,9776.093650817871
2025-01-06,9721.457962036133
2025-01-07,9579.117279052734
2025-01-08,9549.406448364258
2025-01-10,9466.86685180664
2025-01-13,9454.75163269043
2025-01-14,9511.5325050354
2025-01-15,9657.86211013794
2025-01-16,9713.664737701416
2025-01-17,9836.090877532959
2025-01-21,10055.611995697021
2025-01-22,10035.132801055908
2025-01-23,10004.58980178833
2025-01-24,10062.94408416748
2025-01-27,9804.602813720703
2025-01-28,9821.926063537598
2025-01-29,9905.65856552124
2025-01-30,10047.57339477539
2025-01-31,9921.568286895752
2025-02-03,9791.24878692627
2025-02-04,9933.651809692383
2025-02-05,10060.68705368042
2025-02-06,10066.090732574463
2025-02-07,9959.539337158203
2025-02-10,10034.018085479736
2025-02-11,9959.63389968872
2025-02-12,9908.131355285645
2025-02-13,9954.800384521484
2025-02-14,10108.774822235107
2025-02-18,10202.279075622559
2025-02-19,10265.788631439209
2025-02-20,10140.797554016113
2025-02-21,9739.713340759277
2025-02-24,9539.744804382324
2025-02-25,9433.207206726074
2025-02-26,9758.334114074707
2025-02-27,9446.880584716797
2025-02-28,9553.633445739746
2025-03-03,9318.527488708496
2025-03-04,9176.121307373047
2025-03-05,9130.005081176758
2025-03-06,8958.954345703125
2025-03-07,9111.471031188965
2025-03-10,9090.730949401855
2025-03-11,8956.798950195312
2025-03-12,8893.771682739258
2025-03-13,8847.099838256836
2025-03-14,8886.771507263184
2025-03-17,9013.517112731934
2025-03-18,8906.28776550293
2025-03-19,8889.357902526855
2025-03-20,8829.40007019043
2025-03-21,8799.543411254883
2025-03-24,8866.733131408691
2025-03-25,8843.839721679688
2025-03-26,8933.035675048828
2025-03-27,8898.556015014648
2025-03-28,8839.213195800781
2025-03-31,8986.947288513184
2025-04-01,9040.869445800781
2025-04-02,9012.488288879395
2025-04-03,8872.160423278809
2025-04-04,8313.283279418945
2025-04-07,8274.609748840332
2025-04-08,8358.151458740234
2025-04-09,8468.832550048828
2025-04-10,8413.054969787598
2025-04-11,8455.678184509277
2025-04-14,8539.387363433838
2025-04-15,8533.664936065674
2025-04-16,8530.562110900879
2025-04-17,8581.709518432617
2025-04-21,8464.28469467163
2025-04-22,8699.644371032715
2025-04-23,8718.855484008789
2025-04-24,8763.870197296143
2025-04-25,8719.021556854248
2025-04-28,8776.940589904785
2025-04-29,8816.201206207275
2025-04-30,8848.7338180542
2025-05-01,8800.639907836914
2025-05-02,8883.178199768066
2025-05-05,8907.274291992188
2025-05-06,8917.55262374878
2025-05-07,8979.440158843994
2025-05-08,8934.580093383789
2025-05-09,8894.836833953857
2025-05-12,8911.794235229492
2025-05-13,8890.370044708252
2025-05-14,8796.829124450684
2025-05-15,8874.615493774414
2025-05-16,8973.210277557373
2025-05-19,8964.587684631348
2025-05-20,8921.597915649414
2025-05-21,8797.689640045166
2025-05-22,8780.987518310547
2025-05-23,8787.726726531982
2025-05-27,8938.83659362793
2025-05-28,8868.032730102539
2025-05-29,8859.543228149414
2025-05-30,8830.09665298462
2025-06-02,8844.683048248291
2025-06-03,8938.255401611328
2025-06-04,8900.948287963867
2025-06-05,8638.930351257324
2025-06-06,8665.884983062744
2025-06-09,8626.762187957764
2025-06-10,8634.907852172852
2025-06-11,8596.229766845703
2025-06-12,8708.178890228271
2025-06-13,8561.08938217163
2025-06-16,8658.640590667725
2025-06-17,8577.15210723877
2025-06-18,8590.356967926025
2025-06-20,8636.628311157227
2025-06-23,8744.298076629639
2025-06-24,8878.764846801758
2025-06-25,8781.352310180664
2025-06-26,8902.266704559326
2025-06-27,8940.383373260498
2025-06-30,8984.47480392456
2025-07-01,8991.503856658936
2025-07-02,8929.774169921875
2025-07-03,9038.666500091553
2025-07-07,8947.979053497314
2025-07-08,8926.337322235107
2025-07-09,8895.275444030762
2025-07-10,8787.609512329102
2025-07-11,8735.98637676239
2025-07-14,8844.229368209839
2025-07-15,8775.20345211029
2025-07-16,8834.448340415955
2025-07-17,8977.944933891296
2025-07-18,8998.13163280487
2025-07-21,8952.871367454529
2025-07-22,9060.035090446472
2025-07-23,9139.067412376404
2025-07-24,9166.680640220642
2025-07-25,9161.995337486267
2025-07-28,9139.059721946716
2025-07-29,9142.734858512878
2025-07-30,9111.503588676453
2025-07-31,9050.1092710495
2025-08-01,8906.56988811493
2025-08-04,9045.90352153778
2025-08-05,9060.65596294403
2025-08-06,9158.557612419128
2025-08-07,9181.662787437439
2025-08-08,9204.321940422058
2025-08-11,9189.903822898865
2025-08-12,9411.593626976013
2025-08-13,9460.775469779968
2025-08-14,9335.172457695007
2025-08-15,9224.09363079071
2025-08-18,9303.084246635437
2025-08-19,9185.879397392273
2025-08-20,9054.634379386902
2025-08-21,8984.976733207703
2025-08-22,9302.537463188171
2025-08-25,9289.885500907898
2025-08-26,9382.456637382507
2025-08-27,9427.972651481628
2025-08-28,9484.940905570984
2025-08-29,9345.383524894714
2025-09-02,9386.21295452118
2025-09-03,9518.024935722351
2025-09-04,9651.698687553406
2025-09-05,9837.579249382019
2025-09-08,9826.130007743835
2025-09-09,9655.254641532898
2025-09-10,9729.262686729431
2025-09-11,9846.684943199158
2025-09-12,9717.66638469696
2025-09-15,9720.772974967957
2025-09-16,9698.967555046082
2025-09-17,9714.476046562195
2025-09-18,9889.270670890808
2025-09-19,9813.544875144958
2025-09-22,9615.108695030212
2025-09-23,9639.936228752136
2025-09-24,9521.811072349548
2025-09-25,9356.057467460632
2025-09-26,9504.949046134949
2025-09-29,9476.080129623413
2025-09-30,9457.542261123657
2025-10-01,9491.762347221375
2025-10-02,9633.668186187744
2025-10-03,9623.296566009521
2025-10-06,9518.640013694763
2025-10-07,9521.12444972992
2025-10-08,9602.994460105896
2025-10-09,9515.767088890076
2025-10-10,9227.453070640564
2025-10-13,9356.229506492615
2025-10-14,9359.458716392517
2025-10-15,9396.457839012146
2025-10-16,9323.106291770935
2025-10-17,9413.43922328949
2025-10-20,9473.529410362244
2025-10-21,9420.884573936462
2025-10-22,9341.244460105896
2025-10-23,9389.11539363861
2025-10-24,9424.055510520935
2025-10-27,9496.992239952087
2025-10-28,9421.864935874939
2025-10-29,9361.64852809906
2025-10-30,9204.815466880798
2025-10-31,9173.653548240662
2025-11-03,9147.828116416931
2025-11-04,9062.266501426697
2025-11-05,9138.83658504486
2025-11-06,9091.397986412048
2025-11-07,9129.960661888123
2025-11-10,9131.584502220154
2025-11-11,9207.283759117126
2025-11-12,9333.49731349945
2025-11-13,9256.880194664001
2025-11-14,9227.491751670837
2025-11-17,9131.193663597107
2025-11-18,9254.884009361267
2025-11-19,9327.397772789001
2025-11-20,9109.953116416931
2025-11-21,9267.608916282654
2025-11-24,9587.544966697693
2025-11-25,9696.358428001404
2025-11-26,9835.947127342224
2025-11-28,9967.614745140076
2025-12-01,9872.074492454529
2025-12-02,9821.293272972107
2025-12-03,9664.452178001404
2025-12-04,9803.447112083435
2025-12-05,9866.296675682068
2025-12-08,9974.13534450531
2025-12-09,9960.737593650818
2025-12-10,10374.911200523376
2025-12-11,10696.708159446716
2025-12-12,10312.002158164978
2025-12-15,10350.19808101654
2025-12-16,10259.840033531189
2025-12-17,9964.240759849548
2025-12-18,10065.611733436584
2025-12-19,10216.707516670227
2025-12-22,10402.835942268372
2025-12-23,10358.950353622437
2025-12-24,10375.245162963867
2025-12-26,10369.553400039673
2025-12-29,10283.753715515137
2025-12-30,10266.96581363678
2025-12-31,10168.974942207336
2026-01-02,10423.04982662201
2026-01-05,10367.589922904968
2026-01-06,10760.561111450195
2026-01-07,10669.085885047913
2026-01-08,10453.511090278625
2026-01-09,10538.516577720642
2026-01-12,10471.641513824463
2026-01-13,10460.427669525146
2026-01-14,10468.30191707611
2026-01-15,10625.989597320557
2026-01-16,10517.835339546204
2026-01-20,10263.545734405518
2026-01-21,10513.074648857117
2026-01-22,10525.742817878723
2026-01-23,10530.299951553345
2026-01-26,10426.559851646423
2026-01-27,10323.48049736023
2026-01-28,10208.509893417358
2026-01-29,10387.705435752869
2026-01-30,10370.923208236694
2026-02-02,10574.376366615295
2026-02-03,10653.337281227112
2026-02-04,10864.802805900574
2026-02-05,10631.794573783875
2026-02-06,11032.80338382721
2026-02-09,11296.363572120667
2026-02-10,11314.271927833557
2026-02-11,11396.871315956116
2026-02-12,11330.813061714172
2026-02-13,11650.981198310852
2026-02-17,11649.367032051086
2026-02-18,11752.907147407532
2026-02-19,11809.580212593079
2026-02-20,12095.900601387024
2026-02-23,11745.062695503235
2026-02-24,11847.998044013977
2026-02-25,11850.824444770813
2026-02-26,11960.157475471497
2026-02-27,11839.278805732727
2026-03-02,11616.786580085754
2026-03-03,11399.139531135559
2026-03-04,11622.608998298645
2026-03-05,11126.36818408966
2026-03-06,10660.637303352356
2026-03-09,10982.848767280579
2026-03-10,11087.878750801086
2026-03-11,11040.781018257141
2026-03-12,10898.843502998352
2026-03-13,10884.283368110657
2026-03-16,11131.380635261536
2026-03-17,11314.388951301575
2026-03-18,11237.50214099884
2026-03-19,11526.096539497375
2026-03-20,11187.537648200989
2026-03-23,11347.57489490509
2026-03-24,11386.473423957825
2026-03-25,11352.313992500305
2026-03-26,11046.184208869934
2026-03-27,10964.167859077454
2026-03-30,10753.290440559387
2026-03-31,10962.59516620636
2026-04-01,11129.695355415344
2026-04-02,11156.418774604797
2026-04-06,11274.716778755188
2026-04-07,11245.110646247864
2026-04-08,11457.617932319641
2026-04-09,11404.73464679718
2026-04-10,11343.863362312317
2026-04-13,11342.233525276184
2026-04-14,11553.057515144348
2026-04-15,11576.394177436829
2026-04-16,11548.561833381653
2026-04-17,11864.218403816223
2026-04-20,11879.395321846008
2026-04-21,11945.423306465149
2026-04-22,11885.600834846497
2026-04-23,12134.475041389465
2026-04-24,12149.321385383606
2026-04-27,12075.508709907532
2026-04-28,11770.999882698059
2026-04-29,11884.795559883118
2026-04-30,12362.760823249817
2026-05-01,12329.742482185364
2026-05-04,12119.291111946106
2026-05-05,12374.382451057434
2026-05-06,12796.730969429016
2026-05-07,12414.59883594513
2026-05-08,12572.566670417786
2026-05-11,12444.007008552551
2026-05-12,12321.421139717102
2026-05-13,12311.742535591125
2026-05-14,12619.609669685364
2026-05-15,12463.152066230774
2026-05-18,12329.061882972717
2026-05-19,12160.039662361145
2026-05-20,12599.29241657257
2026-05-21,12585.118893623352
2026-05-22,12581.048264503479
2026-05-26,12987.502659797668
2026-05-27,12949.904118537903
2026-05-28,12898.012532234192
2026-05-29,12822.262742042542
2026-06-01,12825.379662513733
2026-06-02,13124.079892158508
2026-06-03,13056.10589313507
2026-06-04,12824.797245979309
2026-06-05,12468.771885871887
2026-06-08,12572.363141059875
2026-06-09,12701.647740364075
2026-06-10,12246.04674243927
2026-06-11,12703.096070289612
2026-06-12,12854.566945075989
2026-06-15,12870.388142585754
2026-06-16,12969.28016757965
2026-06-17,12824.463406562805
2026-06-18,12947.07444858551
2026-06-22,13081.296750068665
2026-06-23,13057.992840766907
2026-06-24,13245.167828559875
2026-06-25,13554.97418308258
2026-06-26,13396.30751132965
2026-06-29,13533.316403388977
2026-06-30,13607.385106086731
2026-07-01,13291.5418176651
2026-07-02,13152.930161476135
2026-07-06,13270.354008674622
2026-07-07,13170.864533424377
2026-07-08,12952.3247423172
2026-07-09,13287.884358406067
2026-07-10,13354.244431495667
2026-07-13,13481.694905281067
2026-07-14,13481.30459690094
2026-07-15,13373.874760627747
2026-07-16,13350.014847755432
2026-07-17,13242.964478492737
